host,sort,type,length,time,sigma
joe-arch-pc,heapsort,reversed,7000000,1.2303366759952041,0.04311008371119669
joe-arch-pc,heapsort,random,7000000,3.276939566996589,0.09310106742921583
joe-arch-pc,quicksort,sorted,8000000,0.26564735300053144,0.003261237239290033
joe-arch-pc,quicksort,median-killer,8000000,0.7249835250040633,0.00736171767038744
joe-arch-pc,quicksort,reversed,8000000,0.3922889050008962,0.015105072219390938
joe-arch-pc,quicksort,random,8000000,1.1870597649976844,0.005450815920957763
joe-arch-pc,mergesort,sorted,8000000,0.37332510000123875,0.013298244649837324
joe-arch-pc,mergesort,median-killer,8000000,0.4405504799942719,0.010914638097652755
joe-arch-pc,mergesort,reversed,8000000,0.6081776909995824,0.001966657272932792
joe-arch-pc,mergesort,random,8000000,1.453294797000126,0.014464446699139598
joe-arch-pc,heapsort,sorted,8000000,1.2728600299960817,0.03037106956013607
joe-arch-pc,heapsort,median-killer,8000000,1.7412797549986863,0.06100977363774253
joe-arch-pc,heapsort,reversed,8000000,1.4958918010015623,0.032289108417063846
joe-arch-pc,heapsort,random,8000000,4.16116858299938,0.078281624285866
joe-arch-pc,quicksort,sorted,9000000,0.27786912700685207,0.03422609733426101
joe-arch-pc,quicksort,median-killer,9000000,0.8537309960011044,0.01694202892756828
joe-arch-pc,quicksort,reversed,9000000,0.4479275580015383,0.0032573855178753474
joe-arch-pc,quicksort,random,9000000,1.3277244189957855,0.025824476154325284
joe-arch-pc,mergesort,sorted,9000000,0.42266971500066575,0.0018075143074091048
joe-arch-pc,mergesort,median-killer,9000000,0.5182797099987511,0.01926025619657943
joe-arch-pc,mergesort,reversed,9000000,0.7064520599960815,0.019499291150565968
joe-arch-pc,mergesort,random,9000000,1.6558305799990194,0.03942067071398128
joe-arch-pc,heapsort,sorted,9000000,1.4545683239994105,0.019834759659510495
joe-arch-pc,heapsort,median-killer,9000000,2.0395962049951777,0.035717990902327475
joe-arch-pc,heapsort,reversed,9000000,1.6453444680009852,0.020290470069799133
joe-arch-pc,heapsort,random,9000000,4.569567430000461,0.09853244876468507
joe-arch-pc,quicksort,sorted,10000000,0.3551222449968918,0.006509466439003759
joe-arch-pc,quicksort,median-killer,10000000,1.0530701040042914,0.010568181883466714
joe-arch-pc,quicksort,reversed,10000000,0.5549066570019932,0.008746842724163421
joe-arch-pc,quicksort,random,10000000,1.5338992309989408,0.011019474409533712
joe-arch-pc,mergesort,sorted,10000000,0.5475431529994239,0.00883453978377781
joe-arch-pc,mergesort,median-killer,10000000,0.6178992250061128,0.012974017356428131
joe-arch-pc,mergesort,reversed,10000000,0.7834408929993515,0.06506980268952184
joe-arch-pc,mergesort,random,10000000,1.7780092030006927,0.004936900935057479
joe-arch-pc,heapsort,sorted,10000000,1.5274413150036708,0.011613673624197697
joe-arch-pc,heapsort,median-killer,10000000,2.134037387004355,0.0021249084479186145
joe-arch-pc,heapsort,reversed,10000000,1.6778271009970922,0.002670675067968732
joe-arch-pc,heapsort,random,10000000,4.726065230999666,0.004174952387327494
joe-arch-pc,quicksort,sorted,20000000,0.7251416269937181,0.0014198472477961362
joe-arch-pc,quicksort,median-killer,20000000,1.879353969998192,0.0027070950015774596
joe-arch-pc,quicksort,reversed,20000000,1.0619902059988817,0.001958031612021422
joe-arch-pc,quicksort,random,20000000,3.1464094089969876,0.0011183258716154975
joe-arch-pc,mergesort,sorted,20000000,1.0325406859992654,0.004644212364722065
joe-arch-pc,mergesort,median-killer,20000000,1.1145443279965548,0.013995227188814905
joe-arch-pc,mergesort,reversed,20000000,1.6597872909987927,0.002728544012923238
joe-arch-pc,mergesort,random,20000000,3.798470907000592,0.003445822175344072
joe-arch-pc,heapsort,sorted,20000000,3.2402747350060963,0.003748793825631934
joe-arch-pc,heapsort,median-killer,20000000,4.503431770004681,0.004050127764248563
joe-arch-pc,heapsort,reversed,20000000,3.607384857998113,0.0021326368393228116
joe-arch-pc,heapsort,random,20000000,11.122748059002333,0.023016030863000463
joe-arch-pc,quicksort,sorted,30000000,1.0793031559951487,0.0007525176662423285
joe-arch-pc,quicksort,median-killer,30000000,3.013586524997663,0.037742384772672256
joe-arch-pc,quicksort,reversed,30000000,1.6656579050031723,0.002606436261069826
joe-arch-pc,quicksort,random,30000000,4.849205214995891,0.0035848232845421563
joe-arch-pc,mergesort,sorted,30000000,1.640442505995452,0.0015575989348587684
joe-arch-pc,mergesort,median-killer,30000000,1.7803012680014945,0.001375159426394016
joe-arch-pc,mergesort,reversed,30000000,2.4230940979978186,0.0031207763368293674
joe-arch-pc,mergesort,random,30000000,5.905993693995697,0.0213188662014579
joe-arch-pc,heapsort,sorted,30000000,4.967373147999751,0.0265359839715216
joe-arch-pc,heapsort,median-killer,30000000,7.063172162001138,0.004321136998610321
joe-arch-pc,heapsort,reversed,30000000,5.579549203001079,0.000796879949876795
joe-arch-pc,heapsort,random,30000000,17.169499194002128,0.42916962139137776
joe-arch-pc,quicksort,sorted,40000000,1.4526901919962256,0.004016183688160047
joe-arch-pc,quicksort,median-killer,40000000,4.030876049000653,0.004068567359985064
joe-arch-pc,quicksort,reversed,40000000,2.1742647050050437,0.020853410552486223
joe-arch-pc,quicksort,random,40000000,6.524628927996673,0.0034470541411592533
joe-arch-pc,mergesort,sorted,40000000,2.1127294349935255,0.009978457594856646
joe-arch-pc,mergesort,median-killer,40000000,2.3118049040058395,0.0013899080311998704
joe-arch-pc,mergesort,reversed,40000000,3.4126497539982665,0.004169352958196763
joe-arch-pc,mergesort,random,40000000,7.886550025003089,0.008770896195479353
joe-arch-pc,heapsort,sorted,40000000,6.650533088999509,0.0038473577092281016
joe-arch-pc,heapsort,median-killer,40000000,9.443726911995327,0.006768586069369516
joe-arch-pc,heapsort,reversed,40000000,7.409698979994573,0.1380086821280618
joe-arch-pc,heapsort,random,40000000,23.554362205999496,0.1276771300134302
joe-arch-pc,quicksort,sorted,50000000,1.7926675630005775,0.004638665989895619
joe-arch-pc,quicksort,median-killer,50000000,5.20783514699724,0.00552144301700757
joe-arch-pc,quicksort,reversed,50000000,2.7216437220049556,0.009385758096036262
joe-arch-pc,quicksort,random,50000000,8.132582892998471,0.005713980519298477
joe-arch-pc,mergesort,sorted,50000000,2.6581245380002656,0.002032691540419809
joe-arch-pc,mergesort,median-killer,50000000,2.9813749340028153,0.005580650365246824
joe-arch-pc,mergesort,reversed,50000000,3.8940408199996455,0.00361260133484834
joe-arch-pc,mergesort,random,50000000,10.02716612200311,0.003461083385656621
joe-arch-pc,heapsort,sorted,50000000,8.3085552719931,0.005824231315912212
joe-arch-pc,heapsort,median-killer,50000000,12.040732351997576,0.005451962606135735
joe-arch-pc,heapsort,reversed,50000000,9.370741903003363,0.001092147348232905
joe-arch-pc,heapsort,random,50000000,30.16184231400257,0.06828719537174055
joe-arch-pc,quicksort,sorted,60000000,2.0818217100022594,0.17175551036508618
joe-arch-pc,quicksort,median-killer,60000000,6.220664378000947,0.003619208456932426
joe-arch-pc,quicksort,reversed,60000000,3.342396758001996,0.001519179959660523
joe-arch-pc,quicksort,random,60000000,9.912100290996023,0.006405464435323388
joe-arch-pc,mergesort,sorted,60000000,3.2671686920002685,0.007389712632995953
joe-arch-pc,mergesort,median-killer,60000000,3.649332355002116,0.0022033554711346293
joe-arch-pc,mergesort,reversed,60000000,4.932330360003107,0.022071225142388434
joe-arch-pc,mergesort,random,60000000,12.085828936003963,0.15560947999518895
joe-arch-pc,heapsort,sorted,60000000,10.03960368099797,0.005353779162406246
joe-arch-pc,heapsort,median-killer,60000000,14.726849366001261,0.00283499106702467
joe-arch-pc,heapsort,reversed,60000000,11.46110690900241,0.005335855543880649
joe-arch-pc,heapsort,random,60000000,37.51238789600029,0.234446816857545
joe-arch-pc,quicksort,sorted,70000000,2.3968880379979964,0.04079613970361003
joe-arch-pc,quicksort,median-killer,70000000,7.468185085999721,0.007525899047731963
joe-arch-pc,quicksort,reversed,70000000,3.8842047849975643,0.006666284714692629
joe-arch-pc,quicksort,random,70000000,11.666919839997718,0.003920075572355668
joe-arch-pc,mergesort,sorted,70000000,3.8097506939957384,0.0052826510144016025
joe-arch-pc,mergesort,median-killer,70000000,4.28561113300384,0.007077150567822605
joe-arch-pc,mergesort,reversed,70000000,5.820113804002176,0.2035799171123841
joe-arch-pc,mergesort,random,70000000,14.097469323998666,0.011175806293740044
joe-arch-pc,heapsort,sorted,70000000,11.762399840001308,0.023718661948403996
joe-arch-pc,heapsort,median-killer,70000000,17.19302157399943,0.006744074293824857
joe-arch-pc,heapsort,reversed,70000000,13.449182776996167,0.017379173587903498
joe-arch-pc,heapsort,random,70000000,43.649738275002164,0.07358651025750987
joe-arch-pc,quicksort,sorted,80000000,2.8414784409978893,0.18373614099456564
joe-arch-pc,quicksort,median-killer,80000000,8.810719027002051,0.017130443336747545
joe-arch-pc,quicksort,reversed,80000000,4.373718327995448,0.003958894355286889
joe-arch-pc,quicksort,random,80000000,13.33657519499684,0.012628053015828086
joe-arch-pc,mergesort,sorted,80000000,4.276905709004495,0.10938661873460401
joe-arch-pc,mergesort,median-killer,80000000,4.808888923005725,0.04351095119763819
joe-arch-pc,mergesort,reversed,80000000,6.987460577998718,0.09021364451279533
joe-arch-pc,mergesort,random,80000000,16.260350365002523,0.005926608356351055
joe-arch-pc,heapsort,sorted,80000000,13.575318343995605,0.010103612612505395
joe-arch-pc,heapsort,median-killer,80000000,19.84303566499875,0.017507038514701177
joe-arch-pc,heapsort,reversed,80000000,15.480010988998401,0.01473487069713781
joe-arch-pc,heapsort,random,80000000,50.98086169100134,0.24291931105230216
joe-arch-pc,quicksort,sorted,90000000,3.196327833997202,0.11665203535206134
joe-arch-pc,quicksort,median-killer,90000000,9.847680891994969,0.06397104092382917
joe-arch-pc,quicksort,reversed,90000000,5.0997724139961065,0.03356376566843216
joe-arch-pc,quicksort,random,90000000,15.036499100999208,0.003066060278596716
joe-arch-pc,mergesort,sorted,90000000,5.005897162001929,0.07351038900202232
joe-arch-pc,mergesort,median-killer,90000000,5.589889078000851,0.019445129585419454
joe-arch-pc,mergesort,reversed,90000000,6.927729921000719,0.010476050467863823
joe-arch-pc,mergesort,random,90000000,18.718479169998318,0.014326007859609672
joe-arch-pc,heapsort,sorted,90000000,15.302044697004021,0.04901526159323268
joe-arch-pc,heapsort,median-killer,90000000,22.676604382999358,0.06939640118532255
joe-arch-pc,heapsort,reversed,90000000,17.502684940998734,0.059790085033086936
joe-arch-pc,heapsort,random,90000000,58.123097798001254,0.08324517180509235
joe-arch-pc,quicksort,sorted,100000000,3.7968458000032115,0.02885426108394428
joe-arch-pc,quicksort,median-killer,100000000,11.051786755000649,0.021917911701806198
joe-arch-pc,quicksort,reversed,100000000,5.664367997000227,0.004728618715992386
joe-arch-pc,quicksort,random,100000000,16.904418946003716,0.021916733857333497
joe-arch-pc,mergesort,sorted,100000000,5.63832626400108,0.030201554864623528
joe-arch-pc,mergesort,median-killer,100000000,6.184594000995276,0.010105583127961039
joe-arch-pc,mergesort,reversed,100000000,8.11412454800302,0.01037931066788304
joe-arch-pc,mergesort,random,100000000,20.819724467000924,0.02326242495896968
joe-arch-pc,heapsort,sorted,100000000,17.110423696998623,0.043100473719449306
joe-arch-pc,heapsort,median-killer,100000000,25.32081506200484,0.0272185115072375
joe-arch-pc,heapsort,reversed,100000000,19.538614263001364,0.041885618670505616
joe-arch-pc,heapsort,random,100000000,65.26410464799847,0.1236873691446597
joe-arch-pc,quicksort,sorted,200000000,7.98619574100303,23.527105799683095
joe-arch-pc,quicksort,median-killer,200000000,60.35055952100083,20.835783327401106
joe-arch-pc,quicksort,reversed,200000000,12.407837215010659,2.015138879631904
joe-arch-pc,quicksort,random,200000000,35.72601130598923,0.31524372055123656
joe-arch-pc,mergesort,sorted,200000000,131.97201794000284,47.34775279982404
joe-arch-pc,mergesort,median-killer,200000000,229.96699702799378,82.52206535456527
joe-arch-pc,mergesort,reversed,200000000,410.7166108459933,71.17118614486846
joe-arch-pc,mergesort,random,200000000,381.74493319899193,285.93616167695814
joe-arch-pc,heapsort,sorted,200000000,36.127787454999634,10.083815046329441
joe-arch-pc,heapsort,median-killer,200000000,81.64836601600109,128.74921750380793
joe-arch-pc,heapsort,reversed,200000000,41.35884186200565,15.373562011702527
joe-arch-pc,heapsort,random,200000000,145.59588032000465,5.270404528124739
joe-arch-pc,quicksort,sorted,300000000,150.36013595201075,650.1647140299216

